ID,AdCount,AdId,State,AOI,TFF,FPG,SPG,RFX,SFX,ODT
1,28,483,FADING,COM,0,0,0,0,0,0
1,29,318,FADING,TIT,0,0,0,0,0,0
1,29,318,FADING,PIC,0,0,0,0,0,0
1,29,318,FADING,MPC,0,0,0,0,0,0
1,29,318,FADING,MPO,0,0,0,0,0,0
1,29,318,FADING,FAC,0,0,0,0,0,0
1,29,318,FADING,COS,0,0,0,0,0,0
1,29,318,FADING,LOC,0,0,0,0,0,0
1,29,318,FADING,OBJ,0,0,0,0,0,0
1,29,318,FADING,ROM,0,0,0,0,0,0
1,29,318,FADING,SUR,0,0,0,0,0,0
1,29,318,FADING,FCT,0,0,0,0,0,0
1,29,318,FADING,FSD,0,0,0,0,0,0
1,29,318,FADING,COM,0,0,0,0,0,0
1,30,61,FADING,TIT,0,0,0,0,0,0
1,30,61,FADING,PIC,0,0,0,0,0,0
1,30,61,FADING,MPC,0,0,0,0,0,0
1,30,61,FADING,MPO,0,0,0,0,0,0
1,30,61,FADING,FAC,0,0,0,0,0,0
1,30,61,FADING,COS,0,0,0,0,0,0
1,30,61,FADING,LOC,0,0,0,0,0,0
1,30,61,FADING,OBJ,0,0,0,0,0,0
1,30,61,FADING,ROM,0,0,0,0,0,0
1,30,61,FADING,SUR,0,0,0,0,0,0
1,30,61,FADING,FCT,0,0,0,0,0,0
1,30,61,FADING,FSD,0,0,0,0,0,0
1,30,61,FADING,COM,0,0,0,0,0,0
1,31,387,FADING,TIT,0,0,0,0,0,0
1,31,387,FADING,PIC,0,0,0,0,0,0
1,31,387,FADING,MPC,0,0,0,0,0,0
1,31,387,FADING,MPO,0,0,0,0,0,0
1,31,387,FADING,FAC,0,0,0,0,0,0
1,31,387,FADING,COS,0,0,0,0,0,0
1,31,387,FADING,LOC,0,0,0,0,0,0
1,31,387,FADING,OBJ,0,0,0,0,0,0
1,31,387,FADING,ROM,0,0,0,0,0,0
1,31,387,FADING,SUR,0,0,0,0,0,0
1,31,387,FADING,FCT,0,0,0,0,0,0
1,31,387,FADING,FSD,0,0,0,0,0,0
1,31,387,FADING,COM,0,0,0,0,0,0
1,32,337,FADING,TIT,0,0,0,0,0,0
1,32,337,FADING,PIC,0,0,0,0,0,0
1,32,337,FADING,MPC,0,0,0,0,0,0
1,32,337,FADING,MPO,0,0,0,0,0,0
1,32,337,FADING,FAC,0,0,0,0,0,0
